"date","open","high","low","close","adj_close","volume"
"2020-09-24","2.43","2.45","2.25","2.29","2.29","31755200"
"2020-09-25","2.30","2.55","2.28","2.51","2.51","30060800"
"2020-09-28","2.54","2.57","2.39","2.52","2.52","27057200"
"2020-09-29","2.50","2.66","2.48","2.59","2.59","20950400"
"2020-09-30","2.56","2.69","2.52","2.55","2.55","24316000"
"2020-10-01","2.52","2.56","2.42","2.44","2.44","18216400"
"2020-10-02","2.35","2.45","2.33","2.35","2.35","17362000"
"2020-10-05","2.36","2.40","2.31","2.37","2.37","11220000"
"2020-10-06","2.39","2.46","2.28","2.28","2.28","18141600"
"2020-10-07","2.31","2.39","2.29","2.34","2.34","13234400"
"2020-10-08","2.39","3.41","2.30","3.37","3.37","305814400"
"2020-10-09","3.21","3.70","2.98","3.01","3.01","308611200"
"2020-10-12","2.92","3.19","2.85","2.95","2.95","94622800"
"2020-10-13","2.93","3.11","2.91","2.97","2.97","40718800"
"2020-10-14","3.17","3.17","3.01","3.06","3.06","43045600"
"2020-10-15","3.00","3.78","3.00","3.46","3.46","159579200"
"2020-10-16","3.44","3.48","3.27","3.33","3.33","46606400"
"2020-10-19","3.36","3.63","3.35","3.48","3.48","52676400"
"2020-10-20","3.51","3.54","3.42","3.47","3.47","26416000"
"2020-10-21","3.48","3.61","3.45","3.53","3.53","21447600"
"2020-10-22","3.55","3.97","3.55","3.73","3.73","64848800"
"2020-10-23","3.76","3.85","3.64","3.75","3.75","26029200"
"2020-10-26","3.73","3.86","3.32","3.36","3.36","53505200"
"2020-10-27","3.43","3.43","3.09","3.17","3.17","28924000"
"2020-10-28","3.07","3.26","2.95","2.96","2.96","25554400"
"2020-10-29","2.97","3.06","2.92","2.93","2.93","16663200"
"2020-10-30","2.91","2.91","2.59","2.62","2.62","46187600"
"2020-11-02","2.71","2.77","2.63","2.69","2.69","20908000"
"2020-11-03","2.69","2.97","2.66","2.89","2.89","29818000"
"2020-11-04","2.94","2.94","2.65","2.73","2.73","23231600"
"2020-11-05","2.82","2.96","2.77","2.86","2.86","18820800"
"2020-11-06","2.88","3.04","2.83","2.97","2.97","22072800"
"2020-11-09","3.19","3.23","2.81","2.87","2.87","24979600"
"2020-11-10","2.88","2.92","2.71","2.78","2.78","15304000"
"2020-11-11","2.88","2.99","2.80","2.94","2.94","19530400"
"2020-11-12","2.94","2.97","2.74","2.78","2.78","17413200"
"2020-11-13","2.84","2.89","2.75","2.75","2.75","14143600"
"2020-11-16","2.79","3.17","2.68","3.02","3.02","39099200"
"2020-11-17","2.91","2.98","2.81","2.91","2.91","26712800"
"2020-11-18","2.95","3.01","2.89","2.89","2.89","12676800"
"2020-11-19","2.90","3.20","2.86","3.12","3.12","47150400"
"2020-11-20","3.14","3.37","3.14","3.18","3.18","33581600"
"2020-11-23","3.23","3.53","3.17","3.48","3.48","38396400"
"2020-11-24","3.56","3.57","3.33","3.42","3.42","28732800"
"2020-11-25","3.40","3.81","3.36","3.69","3.69","35440400"
"2020-11-27","3.82","4.19","3.72","4.02","4.02","50016800"
"2020-11-30","4.54","4.86","4.14","4.14","4.14","127934000"
"2020-12-01","4.28","4.35","3.94","3.95","3.95","50615600"
"2020-12-02","3.93","4.17","3.85","4.15","4.15","31533600"
"2020-12-03","4.12","4.16","3.97","4.03","4.03","25180000"
"2020-12-04","4.08","4.32","4.07","4.23","4.23","35890800"
"2020-12-07","4.25","4.38","4.06","4.09","4.09","29545200"
"2020-12-08","4.09","4.30","3.98","4.24","4.24","64480800"
"2020-12-09","3.48","3.68","3.31","3.42","3.42","97431600"
"2020-12-10","3.28","3.60","3.26","3.53","3.53","30235600"
"2020-12-11","3.48","3.50","3.26","3.33","3.33","29987600"
"2020-12-14","3.34","3.36","3.04","3.18","3.18","40028400"
"2020-12-15","3.20","3.51","3.12","3.46","3.46","32759200"
"2020-12-16","3.49","3.58","3.40","3.46","3.46","23460400"
"2020-12-17","3.49","3.75","3.40","3.71","3.71","32779600"
"2020-12-18","3.95","4.08","3.80","3.91","3.91","66475200"
"2020-12-21","3.95","4.09","3.82","3.88","3.88","39504400"
"2020-12-22","4.06","5.01","4.04","4.87","4.87","122610800"
"2020-12-23","5.04","5.59","4.78","5.14","5.14","103321200"
"2020-12-24","5.25","5.37","4.99","5.04","5.04","25048800"
"2020-12-28","5.33","5.49","5.09","5.25","5.25","35863600"
"2020-12-29","5.21","5.27","4.64","4.85","4.85","36965600"
"2020-12-30","4.85","5.00","4.71","4.82","4.82","23737600"
"2020-12-31","4.81","4.95","4.70","4.71","4.71","27690800"
"2021-01-04","4.75","4.78","4.29","4.31","4.31","40090000"
"2021-01-05","4.34","4.52","4.31","4.34","4.34","19846000"
"2021-01-06","4.34","4.75","4.33","4.59","4.59","24224800"
"2021-01-07","4.62","4.86","4.51","4.52","4.52","24517200"
"2021-01-08","4.55","4.58","4.27","4.42","4.42","25928000"
"2021-01-11","4.85","5.16","4.75","4.99","4.99","59632000"
"2021-01-12","4.99","5.10","4.83","4.99","4.99","28242800"
"2021-01-13","5.11","9.66","5.01","7.85","7.85","578006800"
"2021-01-14","9.52","10.77","8.26","9.98","9.98","374869600"
"2021-01-15","9.62","10.19","8.50","8.88","8.88","187465600"
"2021-01-19","10.39","11.38","9.16","9.84","9.84","298887600"
"2021-01-20","9.34","10.30","9.02","9.78","9.78","133887200"
"2021-01-21","9.81","11.19","9.25","10.76","10.76","224867600"
"2021-01-22","10.65","19.19","10.58","16.25","16.25","788631600"
"2021-01-25","24.18","39.79","15.28","19.20","19.20","711496000"
"2021-01-26","22.14","37.50","20.05","36.99","36.99","714352000"
"2021-01-27","88.71","95.00","62.25","86.88","86.88","373586800"
"2021-01-28","66.25","120.75","28.06","48.40","48.40","235263200"
"2021-01-29","94.93","103.50","62.50","81.25","81.25","202264400"
"2021-02-01","79.14","80.50","53.00","56.25","56.25","149528800"
"2021-02-02","35.19","39.50","18.56","22.50","22.50","312732400"
"2021-02-03","28.00","28.35","21.31","23.10","23.10","170794000"
"2021-02-04","22.80","22.88","13.33","13.38","13.38","249709200"
"2021-02-05","13.51","23.75","12.77","15.94","15.94","325380000"
"2021-02-08","18.10","18.17","14.51","15.00","15.00","102749200"
"2021-02-09","14.15","14.25","11.63","12.58","12.58","107372400"
"2021-02-10","12.69","15.71","11.64","12.80","12.80","145820000"
"2021-02-11","12.50","13.83","12.06","12.78","12.78","52226800"
"2021-02-12","12.69","13.81","12.01","13.10","13.10","58293200"
"2021-02-16","13.17","13.38","12.26","12.38","12.38","32700000"
"2021-02-17","12.44","12.80","11.14","11.49","11.49","36747200"
"2021-02-18","12.12","12.22","10.16","10.17","10.17","95962400"
"2021-02-19","10.32","10.97","9.63","10.15","10.15","59312800"
"2021-02-22","11.67","12.13","10.60","11.50","11.50","77904000"
"2021-02-23","11.24","11.56","10.00","11.24","11.24","30260800"
"2021-02-24","11.18","22.93","11.18","22.93","22.93","332446800"
"2021-02-25","42.39","46.17","25.25","27.18","27.18","601235200"
"2021-02-26","29.37","35.72","21.50","25.43","25.43","368776800"
"2021-03-01","26.14","33.50","24.99","30.10","30.10","199176000"
"2021-03-02","29.23","33.30","28.05","29.55","29.55","135132000"
"2021-03-03","30.63","31.94","28.28","31.05","31.05","77095600"
"2021-03-04","31.25","36.97","28.83","33.09","33.09","130427600"
"2021-03-05","32.04","37.88","31.88","34.44","34.44","122934800"
"2021-03-08","38.72","52.72","36.53","48.63","48.63","254262400"
"2021-03-09","54.43","62.46","52.13","61.72","61.72","156397200"
"2021-03-10","67.36","87.13","43.00","66.25","66.25","286282400"
"2021-03-11","60.41","70.38","58.15","65.00","65.00","113250000"
"2021-03-12","68.75","73.88","65.57","66.13","66.13","103383600"
"2021-03-15","69.38","70.75","51.50","55.04","55.04","96401600"
"2021-03-16","50.79","55.17","43.09","52.04","52.04","141691600"
"2021-03-17","54.46","57.87","51.00","52.45","52.45","65926400"
"2021-03-18","53.50","54.72","48.91","50.44","50.44","47059600"
"2021-03-19","48.93","56.75","45.67","50.07","50.07","98709200"
"2021-03-22","51.31","52.59","46.55","48.62","48.62","40246000"
"2021-03-23","49.38","50.44","44.39","45.44","45.44","57716400"
"2021-03-24","39.49","41.74","29.66","30.08","30.08","96711600"
"2021-03-25","30.87","46.88","29.23","45.94","45.94","203849200"
"2021-03-26","49.42","54.73","40.81","45.25","45.25","149722800"
"2021-03-29","45.19","48.48","43.38","45.33","45.33","40168800"
"2021-03-30","46.88","51.08","45.50","48.62","48.62","68379600"
"2021-03-31","49.38","49.87","46.78","47.46","47.46","33575200"
"2021-04-01","48.34","49.24","45.90","47.86","47.86","37337200"
"2021-04-05","42.75","48.75","41.20","46.74","46.74","56282000"
"2021-04-06","46.30","48.00","45.89","46.13","46.13","24873200"
"2021-04-07","45.81","46.13","44.03","44.49","44.49","19073200"
"2021-04-08","46.47","46.47","41.08","42.56","42.56","40189600"
"2021-04-09","42.42","42.90","38.25","39.59","39.59","37849600"
"2021-04-12","39.53","40.97","33.75","35.27","35.27","66734400"
"2021-04-13","35.47","36.35","33.00","35.25","35.25","27227600"
"2021-04-14","35.89","43.52","35.75","41.63","41.63","84552400"
"2021-04-15","40.75","41.56","38.20","39.11","39.11","31427200"
"2021-04-16","39.00","40.05","37.81","38.67","38.67","20858800"
"2021-04-19","42.95","43.80","40.58","41.09","41.09","42080800"
"2021-04-20","41.04","41.22","38.34","39.63","39.63","18634400"
"2021-04-21","39.60","40.74","38.98","39.63","39.63","15251200"
"2021-04-22","39.78","39.78","36.72","37.79","37.79","17383200"
"2021-04-23","37.25","38.42","36.17","37.79","37.79","16116400"
"2021-04-26","37.74","43.67","37.19","42.23","42.23","42128400"
"2021-04-27","45.89","47.00","43.29","44.44","44.44","35730800"
"2021-04-28","43.03","45.49","41.51","44.65","44.65","23155600"
"2021-04-29","44.14","45.22","42.69","44.05","44.05","15041200"
"2021-04-30","43.75","45.95","43.17","43.40","43.40","17734400"
"2021-05-03","44.37","44.37","39.90","40.55","40.55","21044000"
"2021-05-04","39.75","40.37","37.95","40.18","40.18","16030000"
"2021-05-05","40.46","41.38","39.58","39.87","39.87","11221600"
"2021-05-06","40.22","41.18","38.90","40.25","40.25","11771200"
"2021-05-07","40.03","41.85","39.38","40.28","40.28","11738400"
"2021-05-10","40.33","40.40","35.75","35.81","35.81","19226800"
"2021-05-11","34.25","37.63","34.13","36.73","36.73","18738400"
"2021-05-12","36.42","37.63","35.56","36.20","36.20","10926000"
"2021-05-13","36.86","42.49","36.61","41.13","41.13","35494000"
"2021-05-14","40.00","41.62","39.06","39.98","39.98","17174000"
"2021-05-17","39.96","45.63","39.75","45.15","45.15","29848400"
"2021-05-18","43.63","47.30","42.07","45.17","45.17","30954800"
"2021-05-19","43.00","44.74","41.04","42.21","42.21","19303600"
"2021-05-20","42.70","43.73","41.72","42.62","42.62","9912800"
"2021-05-21","42.75","44.81","42.58","44.20","44.20","14618800"
"2021-05-24","43.96","47.12","43.34","45.00","45.00","18657200"
"2021-05-25","45.25","54.28","45.25","52.36","52.36","59550000"
"2021-05-26","57.25","62.12","56.39","60.64","60.64","84479600"
"2021-05-27","57.45","66.00","56.75","63.53","63.53","62105200"
"2021-05-28","65.74","67.20","55.36","55.50","55.50","47005600"
"2021-06-01","58.37","63.74","56.77","62.26","62.26","38502400"
"2021-06-02","62.22","73.50","61.08","70.56","70.56","64076800"
"2021-06-03","66.43","68.61","60.53","64.54","64.54","32000000"
"2021-06-04","64.00","66.25","61.44","62.09","62.09","14550000"
"2021-06-07","64.50","70.50","63.80","70.00","70.00","24206000"
"2021-06-08","73.00","86.17","70.25","75.00","75.00","69756400"
"2021-06-09","75.78","82.00","72.88","75.64","75.64","53717200"
"2021-06-10","70.50","72.00","52.75","55.10","55.10","91920800"
"2021-06-11","55.59","60.28","51.53","58.33","58.33","62323200"
"2021-06-14","59.13","59.50","54.80","57.36","57.36","28530400"
"2021-06-15","56.59","57.31","52.00","55.63","55.63","29207600"
"2021-06-16","53.81","57.18","52.25","55.74","55.74","22259200"
"2021-06-17","56.00","58.42","55.37","55.90","55.90","18434400"
"2021-06-18","55.04","55.87","53.25","53.46","53.46","17281200"
"2021-06-21","54.24","54.60","49.25","50.09","50.09","20480800"
"2021-06-22","54.43","56.47","52.29","55.10","55.10","32800800"
"2021-06-23","55.36","55.64","53.53","54.83","54.83","14220400"
"2021-06-24","55.29","56.86","52.90","53.08","53.08","15453200"
"2021-06-25","53.50","53.55","49.63","52.38","52.38","50770800"
"2021-06-28","52.81","56.11","52.55","53.31","53.31","19517600"
"2021-06-29","53.40","53.81","52.00","52.72","52.72","9920000"
"2021-06-30","52.42","53.82","51.74","53.54","53.54","10158400"
"2021-07-01","53.35","54.21","50.50","51.09","51.09","10968400"
"2021-07-02","51.20","51.36","49.13","50.71","50.71","10396400"
"2021-07-06","51.00","51.19","48.43","49.89","49.89","11072400"
"2021-07-07","49.00","49.38","44.39","47.67","47.67","16958000"
"2021-07-08","44.96","48.56","44.88","47.85","47.85","11430000"
"2021-07-09","47.72","48.70","46.69","47.81","47.81","6331600"
"2021-07-12","47.86","49.44","46.86","47.31","47.31","6545200"
"2021-07-13","46.92","47.20","44.75","45.01","45.01","9591600"
"2021-07-14","45.12","45.60","41.27","41.90","41.90","15655200"
"2021-07-15","40.00","43.00","39.50","41.71","41.71","17194400"
"2021-07-16","42.54","44.87","41.58","42.26","42.26","13151600"
"2021-07-19","40.83","44.00","40.31","43.37","43.37","9747600"
"2021-07-20","43.47","48.41","43.11","47.79","47.79","12404400"
"2021-07-21","46.95","48.88","45.53","46.45","46.45","8916800"
"2021-07-22","46.33","46.92","44.04","44.71","44.71","5652000"
"2021-07-23","45.25","45.40","43.46","45.09","45.09","5264800"
"2021-07-26","45.09","46.51","44.69","45.99","45.99","5042400"
"2021-07-27","45.75","46.25","44.17","44.63","44.63","4859200"
"2021-07-28","43.93","44.28","41.07","42.28","42.28","16403200"
"2021-07-29","42.65","43.47","41.13","41.22","41.22","8960000"
"2021-07-30","41.25","41.81","39.72","40.28","40.28","9508400"
"2021-08-02","40.50","40.90","38.76","39.41","39.41","10131600"
"2021-08-03","39.19","39.72","37.05","38.19","38.19","57802400"
"2021-08-04","38.18","39.45","36.42","36.70","36.70","9574000"
"2021-08-05","37.00","39.40","36.31","38.36","38.36","9648400"
"2021-08-06","38.65","39.13","37.58","37.94","37.94","5410800"
"2021-08-09","37.95","41.18","37.67","40.28","40.28","8996800"
"2021-08-10","40.34","41.72","38.84","39.76","39.76","6493200"
"2021-08-11","39.61","39.76","38.65","39.70","39.70","3781600"
"2021-08-12","39.97","41.07","39.33","40.59","40.59","5271200"
"2021-08-13","40.12","40.89","39.35","40.63","40.63","4059200"
"2021-08-16","40.25","42.47","39.79","40.98","40.98","6290400"
"2021-08-17","40.30","42.37","40.28","40.89","40.89","4863600"
"2021-08-18","40.81","41.40","39.19","39.26","39.26","5647200"
"2021-08-19","39.19","39.50","37.70","38.22","38.22","4786000"
"2021-08-20","38.45","40.02","38.31","39.83","39.83","4619600"
"2021-08-23","40.60","41.82","39.89","41.22","41.22","5372000"
"2021-08-24","41.57","56.25","41.29","52.57","52.57","58608800"
"2021-08-25","51.66","56.75","48.25","49.91","49.91","51444400"
"2021-08-26","50.17","54.25","49.75","51.31","51.31","24954400"
"2021-08-27","51.92","53.25","50.01","51.24","51.24","12923200"
"2021-08-30","51.25","54.55","50.76","52.30","52.30","13238400"
"2021-08-31","53.17","55.58","52.87","54.56","54.56","14298800"
"2021-09-01","56.00","57.86","52.01","53.24","53.24","17815200"
"2021-09-02","53.47","53.70","51.58","53.38","53.38","7408000"
